"","DateTime","Identifier","Identifier2","PuzzleType","YEAR","LorD","SiteID","GroupSize","agesex","UniqueID2","Disease","PuzzleSequence"
"173"," 2024-03-12 10:37:54","NW6_EVENT14","NW6_EVENT14_W_2024","W","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"174"," 2024-03-15 09:12:49","NW6_EVENT15","NW6_EVENT15_W_2024","W","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"175"," 2024-03-15 09:24:44","NW6_EVENT16","NW6_EVENT16_W_2024","W","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"176"," 2024-03-15 10:29:56","NW6_EVENT17","NW6_EVENT17_W_2024","W","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"177"," 2024-03-15 12:31:04","NW6_EVENT18","NW6_EVENT18_A_2024","A","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"178"," 2024-03-15 13:13:14","NW6_EVENT19","NW6_EVENT19_W_2024","W","2024","L","NW6",2,"F + M","NW6-F1 + NW6-M2_2024","mangey female + mangey male",0
"179"," 2024-03-15 13:44:22","NW6_EVENT20","NW6_EVENT20_W_2024","W","2024","L","NW6",1,"M","NW6-M2_2024","mangey male",0
"180"," 2024-03-15 18:18:48","NW6_EVENT21","NW6_EVENT21_W_2024","W","2024","L","NW6",2,"F + M","NW6-F1 + NW6-M2_2024","mangey female + mangey male",0
"181"," 2024-03-15 20:19:16","NW6_EVENT22","NW6_EVENT22_A_2024","A","2024","L","NW6",1,"M","NW6-M2_2024","mangey male",0
"182"," 2024-03-16 10:52:22","NW6_EVENT23","NW6_EVENT23_W_2024","W","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"183"," 2024-03-17 06:48:06","NW6_EVENT24","NW6_EVENT24_W_2024","W","2024","L","NW6",2,"F + M","NW6-F3 + NW6-M1_2024","oreo male",0
"184"," 2024-03-17 08:49:48","NW6_EVENT25","NW6_EVENT25_A_2024","A","2024","L","NW6",1,"M","NW6-M1_2024","oreo male",0
"185"," 2024-03-17 10:32:04","NW6_EVENT26","NW6_EVENT26_W_2024","W","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"186"," 2024-03-17 13:12:20","NW6_EVENT27","NW6_EVENT27_W_2024","W","2024","L","NW6",2,"F + M","NW6-F1 + NW6-M2_2024","mangey male + mangey female",0
"187"," 2024-03-18 03:04:06","NW6_EVENT28","NW6_EVENT28_W_2024","W","2024","D","NW6",1,"F","NW6-F1_2024","mangey female",0
"188"," 2024-03-18 05:05:06","NW6_EVENT29","NW6_EVENT29_A_2024","A","2024","D","NW6",1,"F","NW6-F1_2024","mangey female",0
"189"," 2024-03-24 10:46:48","NW6_EVENT30","NW6_EVENT30_W_2024","W","2024","L","NW6",1,"M","NW6-M2_2024","mangey male",0
"190"," 2024-03-24 11:19:18","NW6_EVENT31","NW6_EVENT31_W_2024","W","2024","L","NW6",1,"M","NW6-M2_2024","mangey male",0
"191"," 2024-03-24 12:47:50","NW6_EVENT32","NW6_EVENT32_A_2024","A","2024","L","NW6",1,"M","NW6-M2_2024","mangey male",0
"192"," 2024-03-25 11:15:34","NW6_EVENT33","NW6_EVENT33_W_2024","W","2024","L","NW6",1,"M","NW6-M2_2024","mangey male",0
"193"," 2024-03-26 01:34:44","NW6_EVENT34","NW6_EVENT34_A_2024","A","2024","D","NW6",1,"F","NW6-F3_2024","N",0
"194"," 2024-03-28 01:19:08","NW6_EVENT35","NW6_EVENT35_W_2024","W","2024","D","NW6",1,"Unk","NW6-U2_2024","N",0
"195"," 2024-03-28 01:53:42","NW6_EVENT36","NW6_EVENT36_W_2024","W","2024","D","NW6",1,"F","NW6-F3_2024","N",0
"196"," 2024-03-30 12:52:44","NW6_EVENT37","NW6_EVENT37_W_2024","W","2024","L","NW6",2,"F + M","NW6-F1 + NW6-M2_2024","mangey female + mangey male",0
"197"," 2024-03-30 14:05:10","NW6_EVENT38","NW6_EVENT38_W_2024","W","2024","L","NW6",1,"F","NW6-F1_2024","mangey female",0
"198"," 2024-03-31 06:57:32","NW6_EVENT39","NW6_EVENT39_W_2024","W","2024","L","NW6",1,"F","NW6-F3_2024","N",0
"199"," 2024-04-01 09:35:18","NW6_EVENT40","NW6_EVENT40_W_2024","W","2024","L","NW6",1,"M","NW6-M2_2024","mangey female + mangey male",0
"200"," 2024-02-08 04:09:14","SE1_EVENT1","SE1_EVENT1_W_2024","W","2024","D","SE1",1,"Unk","SE1-U1_2024","N",0
"201"," 2024-02-12 22:06:48","SE1_EVENT2","SE1_EVENT2_W_2024","W","2024","D","SE1",1,"Unk","SE1-U1_2024","N",1
"202"," 2024-02-12 22:07:20","SE1_EVENT2","SE1_EVENT2_A_2024","A","2024","D","SE1",1,"Unk","SE1-U1_2024","N",2
"203"," 2024-02-19 09:53:16","SE1_EVENT3","SE1_EVENT3_W_2024","W","2024","L","SE1",1,"Unk","SE1-U1_2024","N",0
"204"," 2024-02-06 05:10:44","SE2_EVENT1","SE2_EVENT1_W_2024","W","2024","D","SE2",1,"SF","SE2-SF1_2024","N",0
"205"," 2024-02-07 02:09:28","SE2_EVENT2","SE2_EVENT2_W_2024","W","2024","D","SE2",1,"SF","SE2-SF2_2024","burry forehead",0
"206"," 2024-02-10 00:54:00","SE2_EVENT3","SE2_EVENT3_W_2024","W","2024","D","SE2",1,"SM","SE2-SM1_2024","N",0
"207"," 2024-02-10 01:23:34","SE2_EVENT4","SE2_EVENT4_W_2024","W","2024","D","SE2",1,"SM","SE2-SM1_2024","N",0
"208"," 2024-02-21 19:53:04","SE2_EVENT5","SE2_EVENT5_A_2024","A","2024","D","SE2",1,"SM","SE2-SM1_2024","N",1
"209"," 2024-02-21 19:53:44","SE2_EVENT5","SE2_EVENT5_W_2024","W","2024","D","SE2",1,"SM","SE2-SM1_2024","N",2
"210"," 2024-02-22 22:11:57","SE2_EVENT6","SE2_EVENT6_A_2024","A","2024","D","SE2",1,"SM","SE2-SM2_2024","N",1
"211"," 2024-02-22 22:12:30","SE2_EVENT6","SE2_EVENT6_W_2024","W","2024","D","SE2",1,"SM","SE2-SM2_2024","N",2
"212"," 2024-02-24 23:38:26","SE2_EVENT7","SE2_EVENT7_A_2024","A","2024","D","SE2",1,"SM","SE2-SM2_2024","N",1
"213"," 2024-02-24 23:41:20","SE2_EVENT7","SE2_EVENT7_W_2024","W","2024","D","SE2",1,"SM","SE2-SM2_2024","N",2
"214"," 2024-02-25 02:09:48","SE2_EVENT8","SE2_EVENT8_W_2024","W","2024","D","SE2",1,"SM","SE2-SM2_2024","N",0
"215"," 2024-02-27 12:22:30","SE2_EVENT9","SE2_EVENT9_A_2024","A","2024","L","SE2",1,"Unk","SE2-U1_2024","mangey tail/ butt",1
"216"," 2024-02-27 12:22:46","SE2_EVENT9","SE2_EVENT9_W_2024","W","2024","L","SE2",1,"Unk","SE2-U1_2024","mangey tail/ butt",2
"217"," 2024-02-15 10:03:36","SE3_EVENT1","SE3_EVENT1_W_2024","W","2024","L","SE3",1,"Unk","SE3-U1_2024","N",0
"218"," 2024-02-06 21:19:40","SE4_EVENT1","SE4_EVENT1_A_2024","A","2024","D","SE4",1,"M","SE4-M1_2024","N",0
"219"," 2024-02-20 08:19:10","SE4_EVENT2","SE4_EVENT2_A_2024","A","2024","L","SE4",1,"Unk","SE4-U1_2024","N",0
"220"," 2024-02-20 15:37:38","SE4_EVENT3","SE4_EVENT3_A_2024","A","2024","L","SE4",1,"M","SE4-M1_2024","N",0
"221"," 2024-02-21 15:12:18","SE4_EVENT4","SE4_EVENT4_W_2024","W","2024","L","SE4",1,"Unk","SE4-U2_2024","mangey tail",0
"222"," 2024-02-23 17:57:48","SE4_EVENT5","SE4_EVENT5_A_2024","A","2024","L","SE4",3,"F + M + UNK","SE4-F1 + SE4-M1 + SE4-U3_2024","N",0
"223"," 2024-02-25 11:27:32","SE4_EVENT6","SE4_EVENT6_A_2024","A","2024","L","SE4",3,"F + M + UNK","SE4-F1 + SE4-M1 + SE4-U3_2024","N",0
"224"," 2024-02-04 05:56:30","SE5_EVENT1","SE5_EVENT1_A_2024","A","2024","D","SE5",1,"F","SE5-F1_2024","N",1
"225"," 2024-02-04 06:02:18","SE5_EVENT1","SE5_EVENT1_W_2024","W","2024","D","SE5",1,"F","SE5-F1_2024","N",2
"226"," 2024-02-04 06:39:38","SE5_EVENT2","SE5_EVENT2_A_2024","A","2024","D","SE5",1,"F","SE5-F1_2024","N",0
"227"," 2024-02-05 05:12:50","SE5_EVENT3","SE5_EVENT3_W_2024","W","2024","D","SE5",1,"Unk","SE5-U1_2024","N",0
"228"," 2024-02-06 23:36:40","SE5_EVENT4","SE5_EVENT4_W_2024","W","2024","D","SE5",1,"SM","SE5-SM1_2024","funny patch of neck fur",0
"229"," 2024-02-07 06:08:10","SE5_EVENT5","SE5_EVENT5_W_2024","W","2024","D","SE5",1,"SM","SE5-SM1_2024","funny patch of neck fur",0
"230"," 2024-02-08 07:07:40","SE5_EVENT6","SE5_EVENT6_W_2024","W","2024","D","SE5",1,"F","SE5-F1_2024","N",0
"231"," 2024-02-11 15:03:46","SE5_EVENT7","SE5_EVENT7_W_2024","W","2024","L","SE5",1,"SM","SE5-SM1_2024","funny patch of neck fur",0
"232"," 2024-02-11 16:24:34","SE5_EVENT8","SE5_EVENT8_W_2024","W","2024","L","SE5",1,"SM","SE5-SM1_2024","funny patch of neck fur",1
"233"," 2024-02-11 16:34:36","SE5_EVENT9","SE5_EVENT9_A_2024","A","2024","L","SE5",1,"SM","SE5-SM1_2024","funny patch of neck fur",1
"234"," 2024-02-11 16:35:00","SE5_EVENT9","SE5_EVENT9_W_2024","W","2024","L","SE5",1,"SM","SE5-SM1_2024","funny patch of neck fur",2
"235"," 2024-02-12 03:23:34","SE5_EVENT10","SE5_EVENT10_A_2024","A","2024","D","SE5",1,"F","SE5-F1_2024","N",0
"236"," 2024-02-14 10:04:26","SE5_EVENT11","SE5_EVENT11_A_2024","A","2024","L","SE5",1,"F","SE5-F1_2024","N",0
"237"," 2024-02-15 23:32:02","SE5_EVENT12","SE5_EVENT12_A_2024","A","2024","D","SE5",1,"F","SE5-F1_2024","N",0
"238"," 2024-02-21 22:25:06","SE5_EVENT13","SE5_EVENT13_W_2024","W","2024","D","SE5",1,"F","SE5-F1_2024","N",0
"239"," 2024-02-11 03:33:36","SE6_EVENT1","SE6_EVENT1_A_2024","A","2024","D","SE6",1,"Unk","SE6-U1_2024","scruffy back",0
"240"," 2024-02-13 15:13:44","SE6_EVENT2","SE6_EVENT2_W_2024","W","2024","L","SE6",1,"M","SE6-M1_2024","N",2
"241"," 2024-02-13 15:14:04","SE6_EVENT2","SE6_EVENT2_A_2024","A","2024","L","SE6",1,"M","SE6-M1_2024","N",1
"242"," 2024-02-13 15:29:42","SE6_EVENT3","SE6_EVENT3_W_2024","W","2024","L","SE6",1,"M","SE6-M1_2024","N",1
"243"," 2024-02-13 15:30:24","SE6_EVENT3","SE6_EVENT3_A_2024","A","2024","L","SE6",1,"M","SE6-M1_2024","N",2
"244"," 2024-02-19 22:57:16","SE6_EVENT4","SE6_EVENT4_A_2024","A","2024","D","SE6",1,"Unk","SE6-U1_2024","scruffy back",1
"245"," 2024-02-19 22:57:34","SE6_EVENT4","SE6_EVENT4_W_2024","W","2024","D","SE6",1,"Unk","SE6-U1_2024","scruffy back",2
"246"," 2024-02-20 23:46:04","SE6_EVENT5","SE6_EVENT5_W_2024","W","2024","D","SE6",1,"M","SE6-M1_2024","N",0
"247"," 2024-02-08 22:45:58","SE7_EVENT1","SE7_EVENT1_A_2024","A","2024","D","SE7",1,"M","SE7-M1_2024","thin tail",0
"248"," 2024-02-09 01:42:25","SE7_EVENT2","SE7_EVENT2_W_2024","W","2024","D","SE7",1,"M","SE7-M2_2024","N",1
"249"," 2024-02-09 01:45:30","SE7_EVENT2","SE7_EVENT2_A_2024","A","2024","D","SE7",1,"M","SE7-M2_2024","N",2
"250"," 2024-02-24 12:33:00","SE7_EVENT3","SE7_EVENT3_A_2024","A","2024","L","SE7",1,"F","SE7-F1_2024","thin fur/ young vibe",1
"251"," 2024-02-24 12:50:06","SE7_EVENT3","SE7_EVENT3_W_2024","W","2024","L","SE7",1,"F","SE7-F1_2024","thin fur/ young vibe",2
"252"," 2024-02-24 15:14:38","SE7_EVENT4","SE7_EVENT4_A_2024","A","2024","L","SE7",1,"F","SE7-F1_2024","thin fur/ young vibe",0
"253"," 2024-03-06 17:53:48","SW1_EVENT1","SW1_EVENT1_W_2024","W","2024","D","SW1",1,"SM","SW1-SM1_2024","N",0
"254"," 2024-03-07 23:37:34","SW1_EVENT2","SW1_EVENT2_W_2024","W","2024","D","SW1",1,"SM","SW1-SM1_2024","N",0
"255"," 2024-03-09 00:24:38","SW1_EVENT3","SW1_EVENT3_W_2024","W","2024","D","SW1",1,"SM","SW1-SM1_2024","N",0
"256"," 2024-03-12 04:26:26","SW1_EVENT4","SW1_EVENT4_W_2024","W","2024","D","SW1",1,"SM","SW1-SM1_2024","N",0
"257"," 2024-03-13 06:19:10","SW1_EVENT5","SW1_EVENT5_A_2024","A","2024","D","SW1",1,"Unk","SW1-U1_2024","N",0
"258"," 2024-03-14 19:13:56","SW1_EVENT6","SW1_EVENT6_W_2024","W","2024","D","SW1",1,"SM","SW1-SM1_2024","N",0
"259"," 2024-03-19 19:15:06","SW1_EVENT7","SW1_EVENT7_W_2024","W","2024","D","SW1",1,"SM","SW1-SM1_2024","N",0
"260"," 2024-03-20 19:42:58","SW1_EVENT8","SW1_EVENT8_W_2024","W","2024","D","SW1",1,"SF","SW1-SF1_2024","N",0
"261"," 2024-03-21 05:15:58","SW1_EVENT9","SW1_EVENT9_W_2024","W","2024","D","SW1",1,"SF","SW1-SF1_2024","N",0
"262"," 2024-03-21 19:52:14","SW1_EVENT10","SW1_EVENT10_A_2024","A","2024","D","SW1",1,"M","SW1-M1_2024","N",0
"263"," 2024-03-22 00:07:34","SW1_EVENT11","SW1_EVENT11_A_2024","A","2024","D","SW1",1,"SM","SW1-SM1_2024","N",0
"264"," 2024-03-23 08:49:44","SW1_EVENT12","SW1_EVENT12_W_2024","W","2024","L","SW1",1,"F","SW1-F1_2024","ratty tail",0
"265"," 2024-03-23 20:53:18","SW1_EVENT13","SW1_EVENT13_W_2024","W","2024","D","SW1",1,"Unk","SW1-U1_2024","N",0
"266"," 2024-03-24 01:38:58","SW1_EVENT14","SW1_EVENT14_W_2024","W","2024","D","SW1",1,"M","SW1-M1_2024","N",0
"267"," 2024-03-30 22:10:58","SW1_EVENT15","SW1_EVENT15_A_2024","A","2024","D","SW1",1,"Unk","SW1-U1_2024","N",0
"268"," 2024-03-06 15:39:46","SW2_EVENT1","SW2_EVENT1_W_2024","W","2024","L","SW2",1,"SF","SW2-SF1_2024","N",0
"269"," 2024-03-06 15:49:42","SW2_EVENT2","SW2_EVENT2_W_2024","W","2024","L","SW2",1,"SF","SW2-SF1_2024","N",0
"270"," 2024-03-20 03:05:36","SW2_EVENT3","SW2_EVENT3_A_2024","A","2024","D","SW2",1,"SF","SW2-SF1_2024","N",0
"271"," 2024-03-20 23:10:32","SW2_EVENT4","SW2_EVENT4_A_2024","A","2024","D","SW2",1,"Unk","SW2-U1_2024","N",0
"272"," 2024-03-22 10:22:02","SW2_EVENT5","SW2_EVENT5_W_2024","W","2024","L","SW2",1,"F","SW2-F1_2024","N",1
"273"," 2024-03-22 10:23:30","SW2_EVENT5","SW2_EVENT5_A_2024","A","2024","L","SW2",1,"F","SW2-F1_2024","N",2
"274"," 2024-03-26 00:17:02","SW2_EVENT6","SW2_EVENT6_W_2024","W","2024","D","SW2",1,"M","SW2-M1_2024","scruffy neck",1
"275"," 2024-03-26 00:17:18","SW2_EVENT6","SW2_EVENT6_A_2024","A","2024","D","SW2",1,"M","SW2-M1_2024","scruffy neck",2
"276"," 2024-03-27 20:20:08","SW2_EVENT7","SW2_EVENT7_W_2024","W","2024","D","SW2",1,"Unk","SW2-U2_2024","N",0
"277"," 2024-03-29 02:09:24","SW2_EVENT8","SW2_EVENT8_W_2024","W","2024","D","SW2",2,"F + M","SW2-F1 + SW2-M1_2024","N",0
"278"," 2024-03-30 05:38:52","SW2_EVENT9","SW2_EVENT9_W_2024","W","2024","D","SW2",1,"Unk","SW2-U2_2024","N",0
"279"," 2024-03-08 01:51:34","SW3_EVENT1","SW3_EVENT1_A_2024","A","2024","D","SW3",1,"F","SW3-F2_2024","tail scruff",1
"280"," 2024-03-08 01:52:26","SW3_EVENT1","SW3_EVENT1_W_2024","W","2024","D","SW3",1,"F","SW3-F2_2024","tail scruff",2
"281"," 2024-03-09 04:28:14","SW3_EVENT2","SW3_EVENT2_A_2024","A","2024","D","SW3",2,"F + M","SW3-F1 + SW3-M1_2024","N",1
"282"," 2024-03-09 04:32:56","SW3_EVENT2","SW3_EVENT2_W_2024","W","2024","D","SW3",2,"F + M","SW3-F1 + SW3-M1_2024","N",2
"283"," 2024-03-15 03:31:56","SW3_EVENT3","SW3_EVENT3_A_2024","A","2024","D","SW3",1,"M","SW3-M1_2024","N",0
"284"," 2024-03-15 16:03:14","SW3_EVENT4","SW3_EVENT4_A_2024","A","2024","L","SW3",1,"SM","SW3-SM1_2024","slightly mangey",1
"285"," 2024-03-15 16:05:50","SW3_EVENT4","SW3_EVENT4_W_2024","W","2024","L","SW3",1,"SM","SW3-SM1_2024","slightly mangey",2
"286"," 2024-03-15 20:05:30","SW3_EVENT5","SW3_EVENT5_A_2024","A","2024","D","SW3",1,"F","SW3-F2_2024","tail scruff",0
"287"," 2024-03-17 00:04:00","SW3_EVENT6","SW3_EVENT6_W_2024","W","2024","D","SW3",1,"F","SW3-F2_2024","tail scruff",0
"288"," 2024-03-19 03:55:49","SW3_EVENT7","SW3_EVENT7_A_2024","A","2024","D","SW3",1,"F","SW3-F2_2024","tail scruff",0
"289"," 2024-03-23 05:12:28","SW3_EVENT8","SW3_EVENT8_W_2024","W","2024","D","SW3",1,"F","SW3-F1_2024","N",0
"290"," 2024-03-24 00:15:18","SW3_EVENT9","SW3_EVENT9_W_2024","W","2024","D","SW3",1,"F","SW3-F1_2024","N",0
"291"," 2024-03-26 01:03:38","SW3_EVENT10","SW3_EVENT10_A_2024","A","2024","D","SW3",2,"F + M","SW3-F1 + SW3-M1_2024","N",1
"292"," 2024-03-26 01:04:20","SW3_EVENT10","SW3_EVENT10_W_2024","W","2024","D","SW3",2,"F + M","SW3-F1 + SW3-M1_2024","N",2
"293"," 2024-03-28 17:40:00","SW3_EVENT11","SW3_EVENT11_A_2024","A","2024","L","SW3",1,"M","SW3-M1_2024","N",0
"294"," 2024-03-29 19:34:20","SW3_EVENT12","SW3_EVENT12_W_2024","W","2024","D","SW3",1,"F","SW3-F1_2024","N",0
"295"," 2024-03-29 20:59:04","SW3_EVENT13","SW3_EVENT13_W_2024","W","2024","D","SW3",1,"F","SW3-F1_2024","N",0
"296"," 2024-03-30 01:15:00","SW3_EVENT14","SW3_EVENT14_W_2024","W","2024","D","SW3",2,"F + M","SW3-F1 + SW3-M1_2024","N",0
"297"," 2024-03-31 01:01:30","SW3_EVENT15","SW3_EVENT15_W_2024","W","2024","D","SW3",2,"F + M","SW3-F1 + SW3-M1_2024","N",0
"298"," 2024-04-01 01:03:32","SW3_EVENT16","SW3_EVENT16_W_2024","W","2024","D","SW3",1,"SM","SW3-SM1_2024","slightly mangey",0
"299"," 2024-04-01 04:29:14","SW3_EVENT17","SW3_EVENT17_W_2024","W","2024","D","SW3",1,"M","SW3-M1_2024","N",0
"300"," 2024-04-01 22:06:28","SW3_EVENT18","SW3_EVENT18_W_2024","W","2024","D","SW3",1,"F","SW3-F2_2024","tail scruff",0
"301"," 2024-04-02 00:48:18","SW3_EVENT19","SW3_EVENT19_A_2024","A","2024","D","SW3",1,"F","SW3-F2_2024","tail scruff",0
"302"," 2024-03-09 14:09:52","SW4_EVENT1","SW4_EVENT1_W_2024","W","2024","L","SW4",1,"F","SW4-U4_2024","N",0
"303"," 2024-03-09 23:09:58","SW4_EVENT2","SW4_EVENT2_W_2024","W","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",0
"304"," 2024-03-10 07:54:08","SW4_EVENT3","SW4_EVENT3_W_2024","W","2024","L","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",0
"305"," 2024-03-10 21:25:31","SW4_EVENT4","SW4_EVENT4_A_2024","A","2024","D","SW4",1,"Unk","SW4-U1_2024","N",1
"306"," 2024-03-10 21:25:38","SW4_EVENT4","SW4_EVENT4_W_2024","W","2024","D","SW4",1,"Unk","SW4-U1_2024","N",2
"307"," 2024-03-11 08:37:00","SW4_EVENT5","SW4_EVENT5_W_2024","W","2024","L","SW4",1,"SM","SW4-SM1_2024","muzzle scar + slight butt scruff",0
"308"," 2024-03-11 21:28:28","SW4_EVENT6","SW4_EVENT6_W_2024","W","2024","D","SW4",1,"SM","SW4-SM1_2024","muzzle scar + slight butt scruff",0
"309"," 2024-03-11 23:49:08","SW4_EVENT7","SW4_EVENT7_W_2024","W","2024","D","SW4",1,"SM","SW4-SM1_2024","muzzle scar + slight butt scruff",0
"310"," 2024-03-12 20:42:16","SW4_EVENT8","SW4_EVENT8_W_2024","W","2024","D","SW4",1,"SM","SW4-SM1_2024","slight butt scruff",0
"311"," 2024-03-14 06:06:34","SW4_EVENT9","SW4_EVENT9_W_2024","W","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",0
"312"," 2024-03-14 20:22:50","SW4_EVENT10","SW4_EVENT10_W_2024","W","2024","D","SW4",1,"F","SW4-F2_2024","N",0
"313"," 2024-03-14 23:13:26","SW4_EVENT11","SW4_EVENT11_W_2024","W","2024","D","SW4",1,"F","SW4-F2_2024","N",0
"314"," 2024-03-16 19:30:52","SW4_EVENT12","SW4_EVENT12_W_2024","W","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",1
"315"," 2024-03-16 19:30:56","SW4_EVENT12","SW4_EVENT12_A_2024","A","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",2
"316"," 2024-03-16 22:24:28","SW4_EVENT13","SW4_EVENT13_W_2024","W","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",0
"317"," 2024-03-18 22:46:24","SW4_EVENT14","SW4_EVENT14_W_2024","W","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",0
"318"," 2024-03-19 00:50:38","SW4_EVENT15","SW4_EVENT15_W_2024","W","2024","D","SW4",1,"F","SW4-F2_2024","N",0
"319"," 2024-03-19 22:19:32","SW4_EVENT16","SW4_EVENT16_W_2024","W","2024","D","SW4",1,"M","SW4-M1_2024","N",0
"320"," 2024-03-21 23:20:48","SW4_EVENT17","SW4_EVENT17_W_2024","W","2024","D","SW4",1,"F + M","SW4-F1 + SW4-M1_2024","N",0
"321"," 2024-03-22 20:19:42","SW4_EVENT18","SW4_EVENT18_W_2024","W","2024","D","SW4",1,"Unk","SW4-U3_2024","N",0
"322"," 2024-03-23 09:59:24","SW4_EVENT19","SW4_EVENT19_W_2024","W","2024","L","SW4",1,"M","SW4-M2_2024","N",0
"323"," 2024-03-23 10:20:30","SW4_EVENT20","SW4_EVENT20_W_2024","W","2024","L","SW4",1,"SM","SW4-SM1_2024","slight butt scruff",0
"324"," 2024-03-23 10:37:08","SW4_EVENT21","SW4_EVENT21_W_2024","W","2024","L","SW4",1,"Unk","SW4-U4_2024","very slender",0
"325"," 2024-03-25 20:55:02","SW4_EVENT22","SW4_EVENT22_W_2024","W","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",0
"326"," 2024-03-26 20:42:32","SW4_EVENT23","SW4_EVENT23_W_2024","W","2024","D","SW4",3,"F + M + SM","SW4-F1 + SW4-M1 + SW4-SM1_2024","N + N + muzzle scar + slightly butt scruff",0
"327"," 2024-03-27 11:38:10","SW4_EVENT24","SW4_EVENT24_W_2024","W","2024","L","SW4",1,"Unk","SW4-U4_2024","very slender",0
"328"," 2024-03-28 18:45:04","SW4_EVENT25","SW4_EVENT25_W_2024","W","2024","L","SW4",3,"F + M + SM","SW4-F1 + SW4-M1 + SW4-SM1_2024","N + N + muzzle scar + slightly butt scruff",0
"329"," 2024-03-29 00:39:22","SW4_EVENT26","SW4_EVENT26_W_2024","W","2024","D","SW4",1,"M","SW4-M2_2024","N",0
"330"," 2024-03-29 19:34:46","SW4_EVENT27","SW4_EVENT27_W_2024","W","2024","D","SW4",1,"M","SW4-M2_2024","N",0
"331"," 2024-03-31 04:24:14","SW4_EVENT28","SW4_EVENT28_W_2024","W","2024","D","SW4",1,"SM","SW4-SM1_2024","slight butt scruff",0
"332"," 2024-03-31 23:17:48","SW4_EVENT29","SW4_EVENT29_W_2024","W","2024","D","SW4",1,"Unk","SW4-U2_2024","N",0
"333"," 2024-04-01 21:43:02","SW4_EVENT30","SW4_EVENT30_W_2024","W","2024","D","SW4",1,"M","SW4-M2_2024","N",0
"334"," 2024-04-02 04:27:38","SW4_EVENT31","SW4_EVENT31_W_2024","W","2024","D","SW4",2,"F + M","SW4-F1 + SW4-M1_2024","N",0
"335"," 2024-03-11 04:12:10","SW5_EVENT1","SW5_EVENT1_W_2024","W","2024","D","SW5",1,"SF","SW5-SF1_2024","N",0
"336"," 2024-03-05 00:45:40","SW6_EVENT1","SW6_EVENT1_A_2024","A","2024","D","SW6",1,"Unk","SW6-U1_2024","N",0
"337"," 2024-03-16 07:03:56","SW6_EVENT2","SW6_EVENT2_W_2024","W","2024","L","SW6",1,"F","SW6-F1_2024","pregnant",0
"338"," 2024-03-17 14:07:00","SW6_EVENT3","SW6_EVENT3_A_2024","A","2024","L","SW6",1,"F","SW6-F1_2024","pregnant",0
"339"," 2024-03-18 11:05:04","SW6_EVENT4","SW6_EVENT4_W_2024","W","2024","L","SW6",2,"F + M","SW6-F1 + SW6-M1_2024","pregnant",0
"340"," 2024-03-18 23:02:08","SW6_EVENT5","SW6_EVENT5_W_2024","W","2024","D","SW6",1,"Unk","SW6-U2_2024","N",0
"341"," 2024-03-19 10:44:14","SW6_EVENT6","SW6_EVENT6_W_2024","W","2024","L","SW6",1,"F","SW6-F1_2024","pregnant",1
"342"," 2024-03-19 10:44:26","SW6_EVENT6","SW6_EVENT6_A_2024","A","2024","L","SW6",1,"F","SW6-F1_2024","pregnant",2
"343"," 2024-03-19 14:33:04","SW6_EVENT7","SW6_EVENT7_A_2024","A","2024","L","SW6",1,"M","SW6-M1_2024","N",0
"344"," 2024-03-20 09:44:54","SW6_EVENT8","SW6_EVENT8_A_2024","A","2024","L","SW6",1,"F","SW6-F1_2024","pregnant",1
"345"," 2024-03-20 09:45:56","SW6_EVENT8","SW6_EVENT8_W_2024","W","2024","L","SW6",1,"F","SW6-F1_2024","pregnant",2
"346"," 2024-03-21 08:04:10","SW6_EVENT9","SW6_EVENT9_A_2024","A","2024","L","SW6",1,"M","SW6-M1_2024","N",0
"347"," 2024-03-22 11:14:30","SW6_EVENT10","SW6_EVENT10_A_2024","A","2024","L","SW6",1,"M","SW6-M1_2024","N",1
"348"," 2024-03-22 11:15:14","SW6_EVENT10","SW6_EVENT10_W_2024","W","2024","L","SW6",1,"M","SW6-M1_2024","N",2
"349"," 2024-03-24 03:28:04","SW6_EVENT11","SW6_EVENT11_A_2024","A","2024","D","SW6",1,"F","SW6-F2_2024","N",0
"350"," 2024-03-24 08:36:48","SW6_EVENT12","SW6_EVENT12_A_2024","A","2024","L","SW6",1,"M","SW6-M1_2024","N",0
"351"," 2024-03-24 08:44:12","SW6_EVENT13","SW6_EVENT13_A_2024","A","2024","L","SW6",1,"M","SW6-M1_2024","N",0
